,ANA,ARI,BOS,BUF,CAR,CBJ,CGY,CHI,COL,DAL,DET,EDM,FLA,LAK,MIN,MTL,NJD,NSH,NYI,NYR,OTT,PHI,PIT,SJS,STL,TBL,TOR,VAN,WPG,WSH,goalsAgainst_cumul_sum,goalsFor_cumul_sum,goalsDiff_cumul_sum,goalsFor%_cumul_avg,pp%_cumul_avg,pk%_cumul_avg,sh%_cumul_avg,sv%_cumul_avg,fenwickPercentage_cumul_avg,PDO_cumul_avg,last_10_games_win%,win%
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,93.0,-9.0,0.47413313810372626,0.18676470588235294,0.840919701213819,0.10213317237378376,0.8971316387023778,0.47778235294117655,0.9992648110761616,0.5,0.47058823529411764
1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,93.0,-18.0,0.4334371857099129,0.2149350649350649,0.7855699855699857,0.11156490538259713,0.874700089232629,0.48900303030303044,0.9862649946152262,0.4,0.3939393939393939
1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,85.0,-7.0,0.47864782276546985,0.1896241830065359,0.82906162464986,0.09589311951205153,0.9159807660057374,0.43788529411764704,1.0118738855177891,0.6,0.4117647058823529
1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,88.0,3.0,0.5302597402597404,0.10761904761904763,0.8314285714285716,0.09564867517394923,0.912023073112032,0.5147942857142856,1.0076717482859814,0.8,0.5428571428571428
1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,79.0,-2.0,0.47605042016806726,0.19054621848739495,0.9004901960784314,0.07610698273473217,0.9186433324155703,0.519505882352941,0.9947503151503028,0.8,0.5
1058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,85.0,13.0,0.5153514739229025,0.19666666666666668,0.8928571428571429,0.07885830424070295,0.9334182762984704,0.5032314285714287,1.0122765805391734,0.75,0.5428571428571428
1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,93.0,20.0,0.5923828622358034,0.1926470588235294,0.9004901960784314,0.08755095288674697,0.9175053649890648,0.5437764705882353,1.0050563178758114,0.4,0.6470588235294118
1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,90.0,-18.0,0.46707714207714196,0.13018018018018018,0.8279279279279279,0.08587427933281253,0.8967059339865747,0.5003783783783783,0.9825802133193869,0.4,0.4864864864864865
1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,100.0,-13.0,0.4698041927208594,0.2248015873015873,0.8180555555555558,0.0932399075980205,0.8882423755661585,0.4959472222222222,0.9814822831641786,0.8,0.4722222222222222
1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,100.0,-1.0,0.5017522160379303,0.2722108843537415,0.7598979591836735,0.10686863542882788,0.9070632772302781,0.4813114285714285,1.0139319126591064,0.5,0.45714285714285713
1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,93.0,-7.0,0.48424369747899154,0.13480392156862744,0.7803921568627451,0.09060091830596141,0.9022520024521891,0.507285294117647,0.9928529207581505,0.25,0.47058823529411764
1064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,90.0,-19.0,0.4335167147667148,0.16693121693121693,0.7710317460317463,0.09298766901830724,0.9058888391890899,0.4489055555555556,0.9988765082073969,0.2,0.3611111111111111
1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,121.0,37.0,0.6270434041267376,0.2232142857142857,0.7727843915343916,0.11342754085848832,0.9179469416514068,0.5167111111111112,1.0313744825098952,1.0,0.7777777777777778
1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,86.0,-38.0,0.37994829244829254,0.14249338624338626,0.7346560846560848,0.08014623142581884,0.8814897335807657,0.49249166666666677,0.9616359650065847,0.4,0.3055555555555556
1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,109.0,7.0,0.4925451998981411,0.17682072829131656,0.8038515406162466,0.12137591580320223,0.8965079626487871,0.46477352941176464,1.0178838784519892,0.5,0.4411764705882353
1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,85.0,-25.0,0.4397907647907649,0.1419047619047619,0.8175510204081634,0.08402533490366144,0.8956348870537507,0.4761657142857141,0.9796602219574124,0.16666666666666666,0.34285714285714286
1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,87.0,-6.0,0.4726982122815456,0.19768518518518519,0.7703703703703705,0.0953593690278499,0.897799794658625,0.4791027777777778,0.993159163686475,0.4,0.3888888888888889
1070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,102.0,16.0,0.5248340548340551,0.22476190476190475,0.8058730158730159,0.10457140128440737,0.8924099570394424,0.55376,0.9969813583238497,0.6,0.5714285714285714
1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,91.0,-6.0,0.4513564213564214,0.13843537414965987,0.8492970521541952,0.08451045684861971,0.9071967961432421,0.5037571428571429,0.9917072529918619,0.25,0.4
1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,122.0,34.0,0.6155016905016907,0.2239382239382239,0.778925353925354,0.11171328299744808,0.916436726080213,0.5142729729729731,1.0281500090776612,0.8,0.7567567567567568
1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,79.0,-4.0,0.45034013605442175,0.13904761904761903,0.7590476190476192,0.07362715939511436,0.91443060480333,0.5103771428571429,0.9880577641984443,0.4,0.4857142857142857
1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,108.0,26.0,0.5864521193092621,0.20170068027210886,0.8261564625850342,0.10530332162774703,0.9126586509114514,0.53262,1.0179619725391984,0.75,0.6571428571428571
1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,94.0,-12.0,0.45653679653679663,0.3295918367346939,0.8372108843537416,0.09326038627022762,0.8881113981058042,0.49996285714285715,0.9813717843760318,0.4,0.42857142857142855
